node_name,timestamp,CPU (%),MEM (%),fs (%),Energy (watts),rx (B/sec),tx (B/sec)
rpi4,2026-01-24 02:21:32,0.10224999999984447,0.7794836864682179,0.6920328343281376,83.09469999969005,38408.066666666666,43597.23333333333
vm-node,2026-01-24 02:22:02,0.19241666666664492,0.5416232684000334,0.7597812070911065,84.5516999999682,604695.3333333334,758903.2999999999
rpi4,2026-01-24 02:22:02,0.10224999999973837,0.782177044066034,0.6920381556784995,83.23580000003179,56321.33333333333,61562.46666666667
rpi4,2026-01-24 02:22:32,0.15325000000068484,0.7788233458988691,0.6920416145562346,85.62100000083447,32017.43333333333,36120.86666666667
vm-node,2026-01-24 02:22:32,0.2058749999999916,0.5405108772141636,0.7597821136289515,83.98539999996622,634707.8666666667,864038.3666666667
rpi4,2026-01-24 02:23:02,0.09108333333304017,0.780172104510594,0.6920465368053194,82.39139999945958,19248.93333333333,24528.533333333333
vm-node,2026-01-24 02:23:02,0.21441666666668338,0.5404686452949625,0.7597920461305577,83.74539999986688,596717.8,759877.5
vm-node,2026-01-24 02:23:32,0.17720833333329963,0.5412491447123569,0.7597990225304955,84.84710000008344,741912.3333333334,979989.7333333333
rpi4,2026-01-24 02:23:32,0.09083333333326209,0.7805714285714286,0.6919837448710497,82.66840000053247,20401.066666666666,24668.766666666666
rpi4,2026-01-24 02:24:02,0.08874999999994392,0.7806795788379046,0.6919842770060859,82.44469999969006,18457.233333333334,24702.6
vm-node,2026-01-24 02:24:02,0.1479166666667209,0.5409681259762328,0.7597997319948959,83.18159999996423,523886.76666666666,669849.4666666667
rpi4,2026-01-24 02:24:32,0.13725000000018403,0.7784562589366957,0.6919862725124716,85.03699999948343,50044.63333333333,53393.46666666667
vm-node,2026-01-24 02:24:32,0.24099999999992716,0.5415564519053898,0.7597972488694943,83.78300000006953,664648.4333333333,902808.8333333334
vm-node,2026-01-24 02:25:02,0.16104166666676042,0.5409804182639542,0.7597981159926505,83.6461000000437,605624.5666666667,757985.6666666666
rpi4,2026-01-24 02:25:02,0.10591666666628802,0.7817278044975953,0.6919917268965925,83.22370000084241,38599.46666666667,43948.933333333334
rpi4,2026-01-24 02:25:32,0.10475000000043716,0.7830994410503055,0.6919967821794362,83.1014999995629,39503.566666666666,43616.8
vm-node,2026-01-24 02:25:32,0.2241666666666724,0.5387895918157218,0.7597955146231822,84.95109999999404,794584.2999999999,1033208.5
vm-node,2026-01-24 02:26:02,0.14483333333332649,0.5388243996799624,0.7597963423316493,84.1249000000457,611581.3666666667,764697.0333333333
rpi4,2026-01-24 02:26:02,0.10774999999980536,0.781373196412323,0.6920021035297981,83.29769999980927,39158.86666666667,44574.13333333333
vm-node,2026-01-24 02:26:32,0.18820833333333695,0.5385157537229202,0.759797367113561,83.72889999995628,692782.8666666667,927012.6000000001
rpi4,2026-01-24 02:26:32,0.12966666666663967,0.7830058494735473,0.692007823981437,84.66459999978542,38542.73333333333,44079.8
rpi4,2026-01-24 02:27:02,0.10316666666637957,0.7833583777460028,0.6920096864540637,83.02790000041325,22656.533333333333,29124.5
vm-node,2026-01-24 02:27:02,0.1672916666665612,0.5388783153577895,0.7597981159926505,83.31699999993046,647145.9333333333,814358.9333333333
rpi4,2026-01-24 02:27:32,0.0912500000003926,0.7798788509034187,0.692010484656618,82.42279999951522,20334.066666666666,24422.266666666666
vm-node,2026-01-24 02:27:32,0.19550000000006523,0.5387562444213095,0.759805131807277,84.7608000000318,877526.6,1135466.2666666666
rpi4,2026-01-24 02:28:02,0.09000000000031984,0.7807648511633953,0.6920111498254131,82.46070000032584,19335.2,24454.433333333334
vm-node,2026-01-24 02:28:02,0.247791666666654,0.5388940154084435,0.7598084820558347,83.62320000007749,708875.0666666667,877589.5
vm-node,2026-01-24 02:28:32,0.1762500000000046,0.5399224295791876,0.7598093885936797,83.46709999988477,734771.0666666667,972694.2666666666
rpi4,2026-01-24 02:28:32,0.11658333333299803,0.780850123488886,0.6920118149942084,83.86759999990463,19039.333333333332,24099.333333333332
vm-node,2026-01-24 02:29:02,0.1689166666666692,0.5394845320423429,0.7598103739609026,83.52910000011325,600110.3333333334,749910.2
rpi4,2026-01-24 02:29:02,0.11099999999965651,0.7831119199272065,0.6920154069057026,83.44470000068347,58658.63333333333,61488.83333333333
vm-node,2026-01-24 02:29:32,0.287583333333362,0.539458365291253,0.7598220801235098,85.21069999982913,748042.4,980173.2666666666
rpi4,2026-01-24 02:29:32,0.10800000000037167,0.7815042246197842,0.6920205952223054,83.11899999976158,38321.03333333333,43587.96666666667
vm-node,2026-01-24 02:30:02,0.153208333333261,0.5404150947345925,0.7598230260760438,84.00920000001788,598457.9,746455.3
rpi4,2026-01-24 02:30:02,0.10641666666663999,0.7799693227609515,0.6920259165726672,83.21189999977747,37484.36666666666,43785.6
vm-node,2026-01-24 02:30:02,0.153208333333261,0.5404150947345925,0.7598230260760438,84.00920000001788,598457.9,746455.3
rpi4,2026-01-24 02:30:02,0.10641666666663999,0.7799693227609515,0.6920259165726672,83.21189999977747,37484.36666666666,43785.6
rpi4,2026-01-24 02:30:32,0.13966666666657754,0.7805516703496685,0.6920317700580653,84.87909999986489,42846.36666666666,46943.9
vm-node,2026-01-24 02:30:32,0.1955833333334058,0.5400533850404562,0.7598241296873334,83.96100000018875,739042.9,980746.3666666666
vm-node,2026-01-24 02:31:02,0.2054166666667077,0.5408079611183986,0.7598251150545562,84.05849999984105,737549.8333333334,943286.2
rpi4,2026-01-24 02:31:02,0.14791666666681066,0.7829767320941116,0.6920368253409089,85.09960000018279,70946.26666666666,75659.06666666667
rpi4,2026-01-24 02:31:32,0.11758333333301986,0.7850856622903939,0.6920376235434632,83.68710000018278,48010.26666666667,52876.36666666667
vm-node,2026-01-24 02:31:32,0.32549999999996215,0.5251439353868675,0.7598321702838717,85.35480000004172,772440.7,1040309.1666666666
vm-node,2026-01-24 02:32:02,0.13520833333332527,0.5246300934189526,0.7598331162364057,83.76429999992251,638338.8333333334,826626.2333333334
rpi4,2026-01-24 02:32:02,0.15583333333334698,0.7867349538541532,0.6920390869148128,83.59139999945958,43257.1,48257.566666666666
vm-node,2026-01-24 02:32:32,0.2083749999999543,0.5249549262499248,0.7598340227742507,83.45040000006557,685182.4333333333,935828.7
rpi4,2026-01-24 02:32:32,0.27633333333343824,0.7895686988171065,0.692040018151126,83.48740000029404,19628.600000000002,24615.266666666666
rpi4,2026-01-24 02:33:02,0.10066666666644626,0.7883800857922787,0.6920405502861623,83.14140000045299,37688.1,42284.83333333333
vm-node,2026-01-24 02:33:02,0.15112500000004045,0.5243327661030794,0.7598348898974068,83.59589999988675,629684.8,802127.8333333333
vm-node,2026-01-24 02:33:32,0.21908333333332833,0.5247003176765288,0.7598417874679666,85.31420000021656,819153.2666666666,1078875.2666666666
rpi4,2026-01-24 02:33:32,0.11400000000017674,0.786289873911348,0.692054252763344,83.62279999951521,45732.933333333334,50316.13333333333
rpi4,2026-01-24 02:34:02,0.10233333333358133,0.7870968412842844,0.6920593080461878,83.18419999976953,40002.9,44464.4
vm-node,2026-01-24 02:34:02,0.19366666666667956,0.5242371053293274,0.7598387525369203,83.48109999994436,579036.1666666666,717283.6
rpi4,2026-01-24 02:34:32,0.10066666666633257,0.7864011438970493,0.6920646293965496,83.16010000010331,37914.03333333333,43724.666666666664
vm-node,2026-01-24 02:34:32,0.19820833333328808,0.524780886928722,0.7598396984894542,83.68630000005166,661407.2333333333,897382.6666666667
vm-node,2026-01-24 02:35:02,0.24879166666666785,0.5254524596380907,0.7598377671696974,83.99229999979337,545644.9333333333,678720.1666666666
rpi4,2026-01-24 02:35:02,0.1258333333340488,0.784582347588717,0.6920698177131523,84.66510000030199,38148.36666666667,43473.23333333333
rpi4,2026-01-24 02:35:32,0.10149999999945672,0.7861609255167035,0.6920730105233694,83.18300000031789,29767.300000000003,34502.566666666666
vm-node,2026-01-24 02:35:32,0.25183333333335906,0.5247688380526387,0.7598456106927912,85.00940000017484,762208.6666666666,1004143.5666666667
rpi4,2026-01-24 02:36:02,0.08691666666699499,0.7869949304562589,0.6920738087259237,82.40459999938805,19312.633333333335,24771.233333333334
vm-node,2026-01-24 02:36:02,0.13929166666670126,0.5256559517674971,0.7598465172306362,83.5179000000159,595093.6666666666,748309.0666666667
rpi4,2026-01-24 02:36:32,0.08866666666638139,0.7874306512413882,0.692074606928478,82.38989999989668,19319.9,24492.533333333333
vm-node,2026-01-24 02:36:32,0.23729166666667917,0.5281329085962524,0.7598473449391034,84.37099999984105,662810.7333333333,901499.4666666667
rpi4,2026-01-24 02:37:02,0.11366666666676792,0.7862877940985311,0.6920754051310323,84.03770000040531,19004.8,24194.866666666665
vm-node,2026-01-24 02:37:02,0.14324999999993893,0.5281596838764374,0.759848448550393,83.69130000000199,610390.2666666667,762880.7
rpi4,2026-01-24 02:37:32,0.10599999999995664,0.7867786299233069,0.692077533671177,83.30689999957879,52809.46666666667,56160.899999999994
vm-node,2026-01-24 02:37:32,0.23779166666664578,0.5286648847312018,0.7598549913887527,84.37600000003974,814908.9333333333,1063755.9333333333
vm-node,2026-01-24 02:38:02,0.1682916666666406,0.5282560748851036,0.7598560950000423,83.90030000011126,666758.4666666667,840173.9333333333
rpi4,2026-01-24 02:38:02,0.10350000000008398,0.7874119329260366,0.6920828550215389,83.24359999994437,39478.666666666664,43841.333333333336
rpi4,2026-01-24 02:38:32,0.10583333333290738,0.7889031587157156,0.6917469447799482,83.42750000059604,38385.433333333334,43865.8
vm-node,2026-01-24 02:38:32,0.23616666666669422,0.5292620951851474,0.759861179494912,83.93569999982913,736920.0666666667,976371.9
vm-node,2026-01-24 02:39:02,0.1341666666666825,0.529344976847902,0.759862164862135,83.51520000000795,666528.7666666666,811730.8
rpi4,2026-01-24 02:39:02,0.14625000000016825,0.7887107760301573,0.6917518670290329,85.27989999949932,38057.566666666666,43743.23333333333
